 -3.00000000e+00 2.30000000e+01 2.50627290e+01
 -2.90000000e+00 1.92197540e+01 1.52688187e+01
 -2.80000000e+00 1.59432480e+01 1.66452315e+01
 -2.70000000e+00 1.31195120e+01 1.43489587e+01
 -2.60000000e+00 1.07010560e+01 1.32718400e+01
 -2.50000000e+00 8.64375000e+00 5.29152270e+00
 -2.40000000e+00 6.90670400e+00 4.95974628e+00
 -2.30000000e+00 5.45214800e+00 -1.39634942e+00
 -2.20000000e+00 4.24531200e+00 2.73855585e+00
 -2.10000000e+00 3.25430600e+00 2.70882900e+00
 -2.00000000e+00 2.45000000e+00 8.29487331e-01
 -1.90000000e+00 1.80590400e+00 -4.16907405e-02
 -1.80000000e+00 1.29804800e+00 4.37122254e+00
 -1.70000000e+00 9.04862000e-01 5.46550684e-01
 -1.60000000e+00 6.07056000e-01 -1.65045963e+00
 -1.50000000e+00 3.87500000e-01 -4.08879557e+00
 -1.40000000e+00 2.31104000e-01 -3.11050690e+00
 -1.30000000e+00 1.24698000e-01 4.40840085e+00
 -1.20000000e+00 5.69120000e-02 4.15195409e+00
 -1.10000000e+00 1.80560000e-02 2.59166629e+00
 -1.00000000e+00 1.38777878e-17 -4.84824708e+00
 -9.00000000e-01 -3.94600000e-03 5.50370466e+00
 -8.00000000e-01 8.48000000e-04 1.44267285e+00
 -7.00000000e-01 1.02120000e-02 -2.33207399e+00
 -6.00000000e-01 2.10560000e-02 1.69705726e+00
 -5.00000000e-01 3.12500000e-02 -2.31278028e+00
 -4.00000000e-01 3.95040000e-02 3.58185722e-01
 -3.00000000e-01 4.52480000e-02 2.89031505e+00
 -2.00000000e-01 4.85120000e-02 -6.49800993e-01
 -1.00000000e-01 4.98060000e-02 -4.62011588e+00
 0.00000000e+00 5.00000000e-02 6.16045908e+00
 1.00000000e-01 5.02040000e-02 -2.39566664e+00
 2.00000000e-01 5.16480000e-02 -4.18912031e+00
 3.00000000e-01 5.55620000e-02 -7.03400552e+00
 4.00000000e-01 6.30560000e-02 1.24157640e-01
 5.00000000e-01 7.50000000e-02 1.06731551e+00
 6.00000000e-01 9.19040000e-02 -4.78758232e+00
 7.00000000e-01 1.13798000e-01 -9.96392418e-01
 8.00000000e-01 1.40112000e-01 -4.13329262e+00
 9.00000000e-01 1.69556000e-01 -1.01210667e+00
 1.00000000e+00 2.00000000e-01 4.24527775e+00
 1.10000000e+00 2.28354000e-01 1.68206112e+00
 1.20000000e+00 2.50448000e-01 -7.61478094e-01
 1.30000000e+00 2.60912000e-01 3.51478461e+00
 1.40000000e+00 2.53056000e-01 -1.96835616e+00
 1.50000000e+00 2.18750000e-01 9.91021965e-01
 1.60000000e+00 1.48304000e-01 3.17618770e+00
 1.70000000e+00 3.03480000e-02 -5.67597322e-01
 1.80000000e+00 -1.48288000e-01 -2.42266007e+00
 1.90000000e+00 -4.02694000e-01 1.77906660e+00
 2.00000000e+00 -7.50000000e-01 -5.39249635e+00
 2.10000000e+00 -1.20949600e+00 -1.56115782e+00
 2.20000000e+00 -1.80275200e+00 -2.92537291e+00
 2.30000000e+00 -2.55373800e+00 2.63976190e+00
 2.40000000e+00 -3.48894400e+00 -5.40620075e+00
 2.50000000e+00 -4.63750000e+00 -9.54003718e+00
 2.60000000e+00 -6.03129600e+00 -3.80853607e+00
 2.70000000e+00 -7.70510200e+00 -7.99491181e+00
 2.80000000e+00 -9.69668800e+00 -4.70819870e+00
 2.90000000e+00 -1.20469440e+01 -1.57409086e+01
 3.00000000e+00 -1.48000000e+01 -1.47726794e+01
